name,age,married,working,past_deliveries,delivery_time
Victor Chakrabarti,35,No,Yes,0,12-1
Ganga Divan,51,No,Yes,5,11-12
Jagvi Saha,70,Yes,No,5,12-1
Balendra De,60,Yes,Yes,4,12-1
Yashoda Anne,18,No,No,2,12-1
Wahab Radhakrishnan,33,Yes,Yes,0,1-2
Brinda Panchal,59,Yes,Yes,4,12-1
Turvi Purohit,31,No,Yes,1,9-10
Vinaya Pai,34,Yes,Yes,3,3-4
Warhi Apte,56,No,No,3,9-10
Kritika Varty,56,No,Yes,5,11-12
Yauvani Mane,33,Yes,No,2,9-10
Pranav Vala,64,Yes,Yes,3,12-1
Kashish Lad,19,No,No,3,4-5
George Barad,49,No,Yes,3,9-10
Nisha Rout,65,No,Yes,4,12-1
Arin Saraf,63,Yes,No,3,9-10
Baljiwan Ganesh,41,Yes,Yes,0,1-2
Chakradev Konda,49,No,No,4,3-4
Varsha Patla,22,No,Yes,1,10-11
Kevin Swaminathan,54,No,No,5,10-11
Nihal Ganesh,36,No,Yes,5,11-12
Nicholas Sehgal,20,Yes,No,2,2-3
Amrita Wadhwa,52,Yes,Yes,3,3-4
Turvi Vyas,69,No,Yes,4,10-11
Nidra Pandya,34,No,Yes,4,2-3
Triya Bhandari,70,Yes,No,3,11-12
Udyati Bansal,28,Yes,Yes,5,10-11
Luke Zachariah,66,No,No,3,1-2
Aayush Raval,51,Yes,Yes,5,12-1
Alexander Bajaj,31,No,Yes,5,9-10
Logan Om,32,No,No,2,3-4
Nisha Barad,64,No,Yes,5,9-10
Eesha Chana,25,Yes,No,5,2-3
Liam Chada,29,Yes,Yes,5,4-5
Mitali Batra,50,Yes,No,3,1-2
Dev Buch,21,No,No,4,10-11
Rehaan Wadhwa,42,Yes,No,5,12-1
Aryan Pillai,31,Yes,Yes,4,9-10
Turvi Vyas,67,No,No,5,4-5
Maanas Rana,58,Yes,Yes,1,12-1
Girish Tripathi,66,Yes,Yes,0,9-10
Aarav Mangat,29,Yes,Yes,3,2-3
Naksh Ramesh,19,Yes,Yes,2,2-3
Qushi Sidhu,51,No,Yes,5,9-10
Vrishti Mani,64,Yes,Yes,1,9-10
Wishi Grover,46,No,No,0,3-4
Edhitha Chowdhury,52,No,No,5,1-2
Ijaya Sem,50,No,Yes,5,2-3
Dalbir Nori,43,Yes,Yes,5,1-2
Aachal Maharaj,54,No,No,2,11-12
Advaith Kumer,59,Yes,No,4,11-12
Onveer Buch,38,Yes,No,3,10-11
Lucky Hora,65,Yes,Yes,5,3-4
Matthew Din,38,No,No,1,10-11
Ubika Bains,43,No,Yes,4,1-2
Yug Dar,47,No,No,5,2-3
Chavvi Bhakta,52,Yes,No,1,4-5
Samesh Rastogi,54,No,Yes,4,2-3
Turvi Vyas,69,No,Yes,4,10-11
Bimala Walia,60,No,No,4,4-5
Imaran Ramachandran,34,Yes,No,5,4-5
Mekhala Khatri,51,No,No,5,3-4
Christopher Bhatnagar,41,No,No,1,10-11
Nitara Rama,52,Yes,Yes,4,2-3
Odika Sanghvi,18,No,Yes,5,10-11
Guneet Sura,43,Yes,Yes,4,1-2
Ria Muni,34,No,No,2,3-4
Reva Mani,52,No,No,3,3-4
Bhavani Aurora,23,No,No,4,4-5
Chandani Rau,24,Yes,Yes,5,3-4
Quincy Garde,43,Yes,Yes,2,3-4
Amol Shah,68,No,No,4,12-1
Oviya Radhakrishnan,66,No,Yes,0,11-12
Ekanta Bose,27,No,No,4,11-12
Devansh Kuruvilla,62,No,Yes,5,12-1
Charita Minhas,69,Yes,Yes,3,2-3
Odika Sanghvi,18,No,Yes,5,10-11
Indrajit Singh,46,Yes,No,2,3-4
Upasna Puri,60,No,No,5,9-10
Neelima Lall,53,Yes,No,0,2-3
Sachi Kapoor,54,Yes,Yes,5,9-10
Varenya Reddy,70,No,Yes,1,12-1
Varenya Mammen,34,No,No,5,9-10
Agastya Kale,19,No,Yes,4,10-11
Jai Viswanathan,40,Yes,No,5,12-1
Vrinda Venkatesh,54,Yes,No,4,12-1
Harsh Varkey,30,No,Yes,4,1-2
Upma Mahal,55,Yes,Yes,4,10-11
Damyanti Venkatesh,49,No,No,1,12-1
Maanas Lal,69,No,Yes,4,3-4
Nihal Mall,54,No,Yes,1,4-5
Aarush Saha,20,Yes,No,5,11-12
Rachit Ratta,36,No,Yes,2,1-2
Oni Balasubramanian,43,Yes,Yes,3,10-11
Yashawini Dugar,40,Yes,No,0,11-12
Sudiksha Bahri,50,No,No,3,3-4
Aarav Dutt,31,Yes,Yes,3,1-2
Sarthak Gopal,38,No,Yes,4,3-4
Mekhala Rama,38,No,Yes,2,9-10
Ekantika Thaker,48,No,Yes,4,1-2
Ryan Swamy,64,No,Yes,2,10-11
Triveni Lala,57,Yes,No,5,1-2
Lekha Mand,57,Yes,No,3,2-3
Balvan Boase,31,Yes,Yes,5,2-3
Nimrat Handa,31,Yes,No,1,10-11
Bhavna Thakur,27,Yes,Yes,3,9-10
Gaurangi Butala,63,Yes,No,5,9-10
Lopa Krish,66,No,No,4,9-10
Balhaar Kala,23,No,Yes,4,11-12
Reyansh Sathe,49,No,Yes,5,10-11
Balvan Boase,31,Yes,Yes,5,2-3
Jonathan Dey,63,Yes,No,5,4-5
Ishwar Lala,29,Yes,No,5,11-12
Mugdha Dhillon,36,Yes,Yes,3,2-3
Kiaan Dugal,19,No,No,5,9-10
Nikita Gade,45,No,Yes,3,2-3
Lavanya Rau,30,No,No,2,9-10
Zilmil Tank,54,Yes,Yes,1,11-12
Dayamai Chad,44,No,No,2,4-5
Hitesh Ramaswamy,35,No,Yes,4,2-3
Shaurya Dewan,45,No,Yes,0,12-1
Oliver Joshi,48,No,Yes,4,11-12
Radha Sampath,35,Yes,Yes,1,3-4
Yashasvi Kala,66,No,No,5,9-10
Aashi Bedi,56,Yes,No,2,11-12
Nathan Subramaniam,63,Yes,No,3,9-10
Mitali Dutt,52,No,No,3,10-11
Idika Goel,50,No,Yes,4,12-1
Kabir Badami,26,No,No,1,10-11
Chameli Gupta,59,Yes,No,5,2-3
Adya Srinivasan,65,No,No,1,1-2
Frederick Raghavan,22,Yes,No,4,1-2
Banjeet Murthy,25,No,No,4,12-1
Ikbal Halder,68,No,Yes,0,1-2
Vritti Bobal,19,Yes,No,1,12-1
Yasti Kalita,67,Yes,Yes,4,2-3
Siddharth Sankar,28,Yes,Yes,2,10-11
Vasudha Gour,29,Yes,No,5,2-3
Radhika Pant,67,Yes,No,5,3-4
Harshil Narasimhan,51,No,Yes,0,10-11
Alexander Verma,36,No,Yes,4,12-1
Rishi Deol,23,Yes,No,2,11-12
Sai Bakshi,42,No,No,5,10-11
Daniel Joshi,38,No,Yes,2,10-11
Nirja Shanker,38,No,No,0,12-1
Ijaya Sahota,50,No,Yes,4,12-1
Parth Ravi,25,No,No,4,12-1
Ridhi Dhingra,52,No,No,3,2-3
Faqid Kar,61,Yes,No,4,1-2
Jairaj Ghose,64,Yes,No,3,4-5
Vincent Mittal,21,Yes,Yes,2,11-12
Nidhi Sharma,22,Yes,No,3,10-11
Oscar Nigam,39,Yes,No,1,10-11
Daniel Venkataraman,45,No,Yes,5,1-2
Vansha Lala,35,No,Yes,4,2-3
Devansh Bedi,37,No,No,5,11-12
Maanas Kata,23,No,No,5,3-4
Tarak Thakkar,30,Yes,No,0,12-1
Amara Tank,30,Yes,No,5,11-12
Eesha Bedi,70,Yes,No,5,10-11
Anika Yadav,50,Yes,Yes,5,1-2
Dayita Mall,48,Yes,No,4,2-3
Sanya Balan,18,Yes,Yes,5,3-4
Tanmayi Nadig,42,No,Yes,5,3-4
Daksh Joshi,39,Yes,Yes,5,3-4
Vrinda Char,35,Yes,Yes,5,10-11
Logan Nadkarni,32,Yes,No,0,4-5
Harita Mukhopadhyay,38,Yes,No,4,4-5
Baljiwan Oommen,25,No,No,2,10-11
Qabil Chander,18,No,Yes,5,10-11
Veer Deo,23,No,Yes,3,2-3
Bachittar Batra,19,No,Yes,3,9-10
Brinda Menon,65,No,Yes,4,9-10
Lopa Vasa,52,Yes,Yes,5,4-5
Lajita Gaba,52,Yes,No,5,3-4
Jeet Walla,30,No,Yes,4,1-2
Leena Peri,33,Yes,Yes,5,3-4
Ria Mander,67,No,No,4,12-1
Vedika Guha,31,No,No,4,9-10
Lila Agrawal,47,Yes,No,1,2-3
Tripti Pant,42,Yes,No,4,3-4
Pooja Grover,42,No,Yes,4,12-1
Leena Nigam,70,Yes,No,4,11-12
Kai Ratti,36,No,Yes,5,3-4
Owen Jain,47,Yes,Yes,5,2-3
Tarak Taneja,67,No,No,5,2-3
Vrinda Char,35,Yes,Yes,5,10-11
Udant Uppal,60,Yes,No,4,3-4
Yashoda Khurana,19,Yes,Yes,5,3-4
Vanya Rattan,25,Yes,No,5,3-4
Nidra Datta,45,Yes,Yes,3,2-3
Baljiwan Thaker,50,Yes,Yes,3,11-12
Ucchal Mahal,64,No,No,3,11-12
Yauvani Saraf,37,Yes,Yes,5,1-2
Mason Srivastava,64,Yes,Yes,4,2-3
Widisha Wable,19,No,No,1,1-2
Sanya Sekhon,22,No,No,5,11-12
Dipta Uppal,22,Yes,No,4,2-3
Jyoti Bhalla,63,Yes,No,2,2-3
Indrajit Dalal,61,No,Yes,2,12-1
Reyansh Batra,25,Yes,No,2,10-11
Balendra Verma,34,Yes,No,4,2-3
Guneet Kibe,33,Yes,Yes,4,2-3
Viraj Dixit,49,No,Yes,5,1-2
Ridhi Tandon,52,Yes,No,4,4-5
Isaac Mitra,20,No,Yes,5,10-11
Leena Devi,28,No,Yes,5,2-3
Edhitha Badami,48,No,No,5,9-10
Anita Choudhury,26,No,Yes,3,11-12
Bhavani Sachdeva,34,Yes,No,5,4-5
Udyati Bansal,28,Yes,Yes,5,10-11
Zinal Dugar,18,Yes,No,1,4-5
Daniel Venkataraman,45,No,Yes,5,1-2
Meghana Sachdeva,25,No,No,2,12-1
George Sankaran,70,No,Yes,4,1-2
Aarini Bassi,57,No,No,4,2-3
Mitesh Sarkar,45,No,Yes,3,3-4
Azad Doshi,31,No,Yes,5,10-11
Gaurika Lad,33,Yes,No,5,1-2
Indrajit Doshi,56,No,No,1,9-10
Leela Oommen,70,Yes,No,4,10-11
Nilima Sinha,56,No,Yes,4,4-5
Edhitha Bhakta,49,Yes,Yes,5,11-12
Harini Chand,31,Yes,Yes,4,1-2
Varenya Mammen,34,No,No,5,9-10
Gautami Behl,44,Yes,Yes,3,11-12
Chavvi Ahuja,53,Yes,No,2,2-3
Samesh Deep,69,Yes,Yes,5,12-1
Jeevika Khanna,22,Yes,No,3,9-10
Avni Sankaran,48,Yes,No,4,4-5
Viraj Goel,53,No,No,2,1-2
Tripti Mani,34,No,No,2,12-1
Maanas Patel,62,Yes,No,4,12-1
Samarth Magar,55,Yes,No,4,9-10
Chakrika Parekh,23,Yes,Yes,5,2-3
Yachana Murthy,53,Yes,No,5,2-3
Falan Shah,26,Yes,Yes,4,11-12
Chatura Dube,36,No,Yes,5,1-2
Bina Venkataraman,52,Yes,No,5,11-12
Zansi Warrior,41,No,No,5,2-3
Vidhi Bath,26,Yes,Yes,4,1-2
Liam Raj,21,No,Yes,3,11-12
Harsh Mallick,59,No,Yes,4,2-3
Jeevika Khanna,22,Yes,No,3,9-10
Bhavani Dara,39,No,Yes,1,2-3
Vrinda Sehgal,18,Yes,No,0,9-10
Reva Suri,66,Yes,Yes,5,9-10
Hamsini Borde,60,Yes,Yes,5,12-1
Jeet Kale,61,No,No,4,9-10
Mugdha Kamdar,53,Yes,No,1,12-1
Vedika Guha,31,No,No,4,9-10
Rajeshri Karnik,50,Yes,Yes,4,10-11
Yashoda Khurana,19,Yes,Yes,5,3-4
Janani Gera,21,Yes,Yes,4,1-2
Nisha Keer,29,No,No,4,9-10
Chatura Goyal,64,Yes,No,1,4-5
Guneet Kibe,33,Yes,Yes,4,2-3
Balendra De,60,Yes,Yes,4,12-1
Raksha Yogi,42,Yes,Yes,5,12-1
Geetika Nagarajan,21,Yes,Yes,5,4-5
Hritik Salvi,50,Yes,Yes,4,11-12
Yash Agarwal,44,No,No,4,10-11
Amrita Narain,35,No,Yes,3,11-12
Lohit Balan,70,No,No,3,4-5
Umang Bora,40,No,No,5,11-12
Jeet Krishnan,44,Yes,Yes,1,11-12
Falguni Minhas,24,No,No,5,11-12
Chandran Ravel,28,No,No,5,12-1
Qabil Rajan,44,Yes,No,2,2-3
Bhavna Barman,61,Yes,Yes,3,11-12
Rehaan Sekhon,30,No,No,4,3-4
Vritti Bhatnagar,61,Yes,No,1,10-11
Oscar Bumb,33,No,No,5,1-2
Oeshi Patla,49,No,Yes,4,1-2
Aradhana Vyas,63,Yes,Yes,4,4-5
Ekaraj Bora,28,Yes,No,1,12-1
Neel Balan,50,Yes,Yes,0,1-2
Ishanvi Kale,47,No,No,4,1-2
Falan Sule,70,Yes,Yes,5,12-1
Ekani Basu,47,No,No,0,3-4
Sanya Shroff,47,Yes,Yes,4,9-10
Charita Dara,31,No,Yes,4,1-2
Tanveer Loyal,35,Yes,No,4,11-12
Prisha Minhas,70,No,Yes,3,2-3
Chameli Dey,25,No,No,2,1-2
Mitali Dutt,52,No,No,3,10-11
Rehaan Wadhwa,42,Yes,No,5,12-1
Gunbir Panchal,28,No,No,4,12-1
Nitara Lalla,64,No,Yes,5,4-5
Vasana Apte,67,Yes,Yes,3,1-2
Falan Palan,38,No,Yes,5,1-2
Anika Memon,51,Yes,Yes,0,9-10
Ishani Padmanabhan,70,Yes,No,4,12-1
Vrinda Venkatesh,54,Yes,No,4,12-1
Ekaraj Wali,66,No,Yes,5,3-4
Sachi Gopal,27,Yes,No,5,11-12
Gavin Subramanian,39,No,Yes,2,10-11
Vihaan Sengupta,27,No,Yes,2,1-2
Abeer Raman,56,Yes,No,3,10-11
Udant Tandon,66,Yes,Yes,5,9-10
Saumya Sengupta,19,No,Yes,2,1-2
Adweta Choudhry,45,Yes,Yes,2,11-12
Abhiram Kibe,39,No,Yes,0,4-5
Arunima Sampath,55,No,Yes,3,3-4
Neha Agrawal,18,Yes,Yes,5,9-10
Qushi Biswas,37,Yes,No,5,3-4
Sathvik Koshy,65,No,Yes,4,10-11
Nikita Gade,45,No,Yes,3,2-3
Panini Ahuja,32,No,No,4,9-10
Pallavi Doctor,58,Yes,No,2,10-11
Jackson Yadav,50,Yes,Yes,0,12-1
Harrison Jayaraman,24,Yes,No,1,1-2
Idika Gour,19,Yes,Yes,2,3-4
Zinal Dayal,36,No,No,5,9-10
Vasudha Karnik,56,No,Yes,5,2-3
Naksh Balakrishnan,35,Yes,No,4,2-3
Tamanna Borah,19,Yes,No,5,2-3
Raagini Goswami,60,No,Yes,5,2-3
Jagdish Singh,47,No,No,5,3-4
Ayush D’Alia,19,Yes,No,4,10-11
Ekiya Dara,54,Yes,No,3,1-2
Balendra Verma,34,Yes,No,4,2-3
Abhiram Andra,68,Yes,No,3,12-1
Chandran Ravel,28,No,No,5,12-1
Onkar Vyas,67,Yes,Yes,5,2-3
Meera Prabhakar,27,No,No,1,1-2
Timothy Narang,34,Yes,Yes,4,9-10
Kritika Varty,56,No,Yes,5,11-12
Vincent Barad,30,No,Yes,3,11-12
Vrinda Char,35,Yes,Yes,5,10-11
Odika Palla,18,No,Yes,2,9-10
Rachita Wagle,69,No,Yes,5,3-4
Chandresh Bhatnagar,47,No,No,2,3-4
Lila Behl,61,Yes,Yes,3,4-5
Omkaar More,33,No,No,4,10-11
Wridesh Deep,54,No,No,4,11-12
Osha Thakur,58,No,No,1,1-2
Rishi Kohli,60,Yes,No,3,10-11
Urishilla Dar,70,No,Yes,4,11-12
Raksha Yogi,42,Yes,Yes,5,12-1
Vasudha Gera,65,No,No,2,11-12
Arjun Lal,41,Yes,Yes,2,10-11
Chakrika Kothari,36,Yes,Yes,3,3-4
Samarth Sen,55,No,Yes,3,2-3
Kavya Dayal,18,Yes,Yes,3,10-11
Oeshi Bandi,65,Yes,No,3,1-2
Faqid Varty,23,No,Yes,3,12-1
Zaid Randhawa,63,Yes,No,2,11-12
Bhavya Jain,20,Yes,No,5,1-2
Pratyush Mitra,30,No,Yes,5,9-10
Ladli Ranganathan,35,No,No,0,1-2
Arin Saraf,63,Yes,No,3,9-10
Max Lalla,33,No,Yes,5,11-12
Imaran Ramachandran,34,Yes,No,5,4-5
Jhalak Majumdar,66,No,Yes,0,12-1
Avni Krishnan,70,Yes,No,4,12-1
Darpan Behl,29,Yes,No,0,3-4
Harsh Varkey,30,No,Yes,4,1-2
Mahika Chaudry,59,Yes,Yes,5,1-2
Manan Chandra,40,Yes,Yes,3,11-12
Meghana Zachariah,36,No,No,0,11-12
Kevin Chakraborty,53,Yes,Yes,4,12-1
Gaurav Sha,63,No,No,4,10-11
Ethan Shan,23,Yes,No,4,2-3
Champak Parmar,56,No,No,1,2-3
Vinaya Murty,48,Yes,Yes,5,9-10
Wahab Ben,30,Yes,No,3,11-12
Lucky Atwal,24,Yes,Yes,4,2-3
Arya Cherian,68,No,Yes,4,10-11
Ikshita Sharaf,23,No,Yes,3,3-4
Bhavani Edwin,57,No,No,2,3-4
Tejas Mann,46,Yes,Yes,2,1-2
Rayaan Aggarwal,46,Yes,Yes,4,9-10
Nidra Varma,49,No,No,4,11-12
Chandani Dash,19,No,No,5,11-12
Baghyawati Garde,60,Yes,No,1,11-12
Frederick Raghavan,22,Yes,No,4,1-2
Shivani Barad,68,No,No,5,11-12
Dev Gaba,62,No,Yes,5,4-5
Chandran D’Alia,37,Yes,No,5,12-1
Udarsh Gara,52,Yes,No,0,9-10
Warhi Bali,61,No,No,4,12-1
Jairaj Shan,61,No,No,4,11-12
Pushti Mittal,62,No,No,4,3-4
Patrick Shroff,22,No,Yes,4,9-10
Amruta Bhakta,54,No,No,2,11-12
Krisha Lala,34,Yes,Yes,5,10-11
Henry Palla,47,Yes,No,4,1-2
Rachana Parekh,22,No,No,3,11-12
Pallavi Sunder,31,No,Yes,4,1-2
Jason Ratti,66,No,No,5,9-10
Leena Chaudhary,63,No,No,2,3-4
Mohini Dhaliwal,45,No,No,5,12-1
Qushi Nagar,36,No,Yes,3,2-3
Darpan Prashad,18,No,Yes,1,1-2
Ishani Mallick,28,Yes,No,4,9-10
Yutika Suresh,29,No,Yes,2,4-5
Gaurang Naidu,60,No,No,4,9-10
Vanya Rattan,25,Yes,No,5,3-4
Shivansh Brahmbhatt,49,Yes,Yes,5,11-12
Laban Hans,53,Yes,Yes,3,2-3
Meghana Shanker,27,No,Yes,4,10-11
Max Khatri,30,Yes,No,0,2-3
Riya Borra,35,No,Yes,5,12-1
Balhaar Aggarwal,33,Yes,No,4,10-11
Yochana Deo,70,Yes,Yes,2,9-10
Vasana Nagy,29,No,Yes,0,1-2
Mitali Khosla,31,Yes,No,4,12-1
Jacob Sathe,47,Yes,No,2,4-5
Raksha Yogi,42,Yes,Yes,5,12-1
Tristan Mistry,62,Yes,No,1,10-11
Aarini Vala,18,Yes,No,4,4-5
Kamya Agate,26,No,No,2,2-3
Ranveer Balay,61,Yes,Yes,5,12-1
Andrew Mohanty,33,Yes,No,5,12-1
Yashoda Jain,24,Yes,No,3,3-4
Mahika Loke,34,No,Yes,5,2-3
Girik Pillai,57,No,Yes,1,11-12
Ria Srinivasan,54,No,Yes,0,10-11
Meera Varma,35,Yes,No,2,10-11
Upkaar Mital,63,No,No,1,4-5
Gaurav Sha,63,No,No,4,10-11
Lakshmi Hari,56,Yes,No,2,9-10
Udarsh Prakash,28,No,No,1,2-3
Brinda Panchal,59,Yes,Yes,4,12-1
Varenya Shah,38,Yes,Yes,4,1-2
Logan Palla,50,Yes,Yes,3,4-5
Vamakshi Rastogi,65,Yes,No,4,10-11
Dakshesh Palla,33,Yes,No,0,12-1
Imaran Karan,51,No,Yes,3,10-11
Vidhi Bath,26,Yes,Yes,4,1-2
Vrishti Bose,52,Yes,No,4,1-2
Forum Nagi,62,No,Yes,4,11-12
Pahal Prabhu,58,Yes,No,4,11-12
Harshil Edwin,41,No,No,3,2-3
Janani Sidhu,54,No,Yes,4,4-5
Priya Pai,41,No,No,3,10-11
Benjamin Thakkar,60,Yes,Yes,2,10-11
Hemal Kalla,18,Yes,No,2,3-4
Timothy Dash,49,Yes,Yes,5,2-3
Reva Suri,66,Yes,Yes,5,9-10
Rajeshri Karnik,50,Yes,Yes,4,10-11
George Hegde,46,Yes,Yes,3,3-4
Lila Chacko,21,No,Yes,5,1-2
Andrew Mohanty,33,Yes,No,5,12-1
Yashica Radhakrishnan,21,Yes,Yes,3,4-5
Kalpit Ganguly,29,Yes,Yes,4,11-12
Ira Doshi,20,Yes,No,3,11-12
Dalbir Nori,43,Yes,Yes,5,1-2
Pratyush Pingle,59,Yes,No,4,9-10
Omya Swaminathan,47,Yes,No,4,11-12
Rajeshri Subramanian,69,No,Yes,3,11-12
Urmi Ratti,64,Yes,No,5,10-11
Lucky Hora,65,Yes,Yes,5,3-4
Neel Kulkarni,31,No,No,3,11-12
Ekaja Behl,30,Yes,No,4,3-4
Ubika Prakash,55,Yes,No,4,10-11
Kavya Shere,28,No,Yes,4,10-11
Falan Palan,38,No,Yes,5,1-2
Mitali Khosla,31,Yes,No,4,12-1
Divya Kalla,33,Yes,No,3,10-11
Ganga Sethi,42,No,Yes,3,3-4
Farhan Rama,49,Yes,Yes,5,12-1
Dev Gaba,62,No,Yes,5,4-5
Peter Keer,60,No,Yes,5,10-11
Umang Bora,40,No,No,5,11-12
Indrajit Mani,23,Yes,No,3,9-10
Tanay Lalla,34,Yes,Yes,4,9-10
Andrew Dayal,19,No,Yes,3,3-4
Harini Bajaj,65,No,Yes,3,1-2
Jonathan Dey,63,Yes,No,5,4-5
Maanas Kata,23,No,No,5,3-4
Gaurika Lad,33,Yes,No,5,1-2
Falguni Kapur,51,Yes,No,2,11-12
Ikbal Karan,41,Yes,Yes,4,11-12
Maya Dutt,47,Yes,No,0,1-2
Zarna Lalla,25,No,No,1,12-1
Vansha Lala,35,No,Yes,4,2-3
Zansi Warrior,41,No,No,5,2-3
Ekansh Sibal,66,Yes,No,2,1-2
Amara Pant,28,No,Yes,1,10-11
Siddharth Rana,65,No,No,5,10-11
Panini Sastry,34,No,No,4,1-2
Aradhana Biswas,34,No,No,4,3-4
Mahika Loke,34,No,Yes,5,2-3
Nicholas Narula,48,No,Yes,5,11-12
Anirudh Dube,63,Yes,Yes,3,11-12
Ridhi Tandon,52,Yes,No,4,4-5
Lajita Gaba,52,Yes,No,5,3-4
Tanish Nigam,37,No,Yes,0,10-11
Nidra Prashad,32,No,No,2,10-11
Arin Halder,46,Yes,Yes,0,2-3
Falan Ganesh,69,No,Yes,4,9-10
Warinder Chana,62,No,No,5,2-3
Chandran Magar,32,Yes,Yes,4,3-4
Nidhi Sharma,22,Yes,No,3,10-11
Kritika Varty,56,No,Yes,5,11-12
Maanas Kata,23,No,No,5,3-4
Nandini Baria,68,No,No,4,2-3
Megha Sharma,69,Yes,Yes,4,12-1
Bhavani Chaudry,28,No,Yes,5,10-11
Eta Narain,21,No,No,5,12-1
Ijaya Sem,50,No,Yes,5,2-3
Diya Thaker,31,Yes,Yes,5,1-2
Fiyaz Shetty,49,No,No,4,4-5
Aditya Guha,53,No,No,4,2-3
Charita Dara,31,No,Yes,4,1-2
Wridesh Deep,54,No,No,4,11-12
Owen Khare,54,Yes,No,1,9-10
Harinakshi Sekhon,18,No,No,4,11-12
Yadavi Patil,35,No,Yes,1,10-11
Meera Varma,35,Yes,No,2,10-11
Edhitha Gill,59,No,No,4,1-2
Rachita Wagle,69,No,Yes,5,3-4
Bhavini Anand,60,Yes,Yes,4,3-4
Sai Jani,55,Yes,Yes,2,1-2
Hiral Batra,21,Yes,No,4,10-11
Watika Nayak,24,Yes,Yes,3,1-2
Sai Hari,51,Yes,Yes,4,4-5
Ethan Chatterjee,26,Yes,Yes,0,1-2
Dayamai Chad,44,No,No,2,4-5
Falak Som,44,No,Yes,4,2-3
Madhavi Samra,31,No,No,4,2-3
Indira Mand,59,No,No,4,9-10
Diya Thaker,31,Yes,Yes,5,1-2
Anmol Comar,62,No,No,5,11-12
Amruta Wadhwa,36,Yes,No,5,4-5
Ikshita Sachar,30,No,No,5,3-4
Sachi Gopal,27,Yes,No,5,11-12
Chatura Dube,36,No,Yes,5,1-2
Anya Loyal,68,Yes,No,4,11-12
Banjeet Narain,39,Yes,No,1,11-12
Aadhya Minhas,42,Yes,Yes,2,10-11
Banjeet Dhar,65,Yes,No,3,4-5
Nathaniel Nadkarni,20,Yes,No,4,12-1
Elijah Vaidya,39,Yes,No,0,4-5
Henry Palla,47,Yes,No,4,1-2
Hemani Shukla,21,Yes,Yes,3,2-3
Aditya Guha,53,No,No,4,2-3
Damyanti Sibal,25,No,Yes,4,1-2
Tarak Taneja,67,No,No,5,2-3
Ubika Raju,48,No,No,1,12-1
William Sridhar,33,Yes,No,5,2-3
Max Trivedi,60,No,No,4,4-5
Nachiket Hari,21,No,Yes,1,2-3
Panini Ahuja,32,No,No,4,9-10
Advaith Kunda,44,No,Yes,2,11-12
Rajeshri Subramanian,69,No,Yes,3,11-12
Lekha Mand,57,Yes,No,3,2-3
Peter Gour,68,Yes,No,0,11-12
Sudiksha Sawhney,50,No,No,0,10-11
Ucchal Mahal,64,No,No,3,11-12
Ekbal Patla,29,No,Yes,2,1-2
Aachal Taneja,18,No,No,4,4-5
Advik Khare,19,Yes,No,4,11-12
Ladli Edwin,66,Yes,No,2,4-5
Abha Rout,48,No,No,0,9-10
Balveer Nagar,69,Yes,No,5,9-10
Leena Palan,35,Yes,No,4,12-1
Lekha Chakrabarti,64,No,No,4,11-12
Warjas Kapadia,38,Yes,Yes,2,1-2
Ubika Doshi,35,Yes,No,0,10-11
Kritika Baria,22,Yes,Yes,4,2-3
Balendra Verma,34,Yes,No,4,2-3
Jalsa Kalita,56,Yes,Yes,0,2-3
Ijaya Sood,62,No,No,1,11-12
Oliver Rattan,47,Yes,Yes,5,4-5
Krish Bhardwaj,36,No,No,4,10-11
Wridesh Lall,70,Yes,Yes,5,2-3
Girik Mandal,43,No,No,2,3-4
Yahvi Buch,52,Yes,Yes,5,10-11
Udarsh Patla,61,Yes,No,4,10-11
Anya Loyal,68,Yes,No,4,11-12
Lohit Kalla,46,No,No,5,1-2
Advik Kant,38,No,Yes,3,2-3
Vanya Grewal,46,Yes,No,4,3-4
Ekiya Nagar,41,Yes,No,3,11-12
Avni Ghosh,35,No,Yes,3,4-5
Kamala Barad,70,No,No,5,12-1
Vanya Edwin,21,No,Yes,0,4-5
Adya Devi,40,Yes,Yes,1,10-11
Ekavir Dey,52,Yes,Yes,4,12-1
Gautami Dhawan,24,No,No,3,10-11
Hamsini Oommen,50,No,Yes,5,11-12
Baghyawati Dar,40,No,Yes,5,3-4
Leela Ray,26,Yes,No,5,1-2
Madhavi Samra,31,No,No,4,2-3
Krish Sagar,49,Yes,Yes,4,1-2
Jhalak Verma,52,Yes,No,5,12-1
Amara Tiwari,26,Yes,No,4,12-1
Avi Basu,57,No,Yes,4,12-1
Alka Jaggi,51,No,Yes,4,10-11
Sara Zachariah,62,Yes,Yes,3,11-12
Jacob Rajan,40,Yes,No,4,11-12
Lakshit Som,39,Yes,No,1,11-12
Osha Sabharwal,31,No,No,1,11-12
Nihal Subramaniam,69,No,Yes,3,10-11
Lopa Vasa,52,Yes,Yes,5,4-5
Vasatika Mane,26,Yes,Yes,2,12-1
Jyoti Khurana,48,No,No,2,3-4
Baljiwan Dua,55,Yes,Yes,5,3-4
Laban Bora,35,No,No,3,12-1
Aarini Ganesh,47,No,No,4,4-5
Eta Naik,70,No,No,5,4-5
Odika Babu,27,Yes,No,1,4-5
Keya Sangha,52,No,No,4,2-3
Nihal Ganesh,36,No,Yes,5,11-12
